Text,Language,text_length,text_length_log
"Ces critiques étant récurrentes, une page spéciale de Wikipédia est consacrée aux réponses de participants à Wikipédia aux objections les plus fréquentes[ac].",French,158,5.0689042022202315
"Les principales critiques portent sur : Les critiques de Wikipédia l'accusent d'incohérences, de partialité systémique et d'une forme d'anti-élitisme[68], et d'avoir une politique favorisant trop le consensus dans son processus éditorial[69].",French,242,5.493061443340548
La fiabilité et la précision de Wikipédia sont aussi des questions débattues[70].,French,81,4.406719247264253
"D'autres critiques portent essentiellement sur sa sensibilité au vandalisme et à l'ajout de fausses informations[71], bien que des travaux aient suggéré que le vandalisme est généralement de courte durée[72],[64].",French,213,5.365976015021851
D'autres critiques se révèlent plutôt positives.,French,48,3.8918202981106265
"Ainsi, en juin 2009, le philosophe français Bernard Stiegler estime que Wikipédia, « passage obligé pour tout utilisateur d'Internet », est un « exemple frappant d'économie de la contribution » et que l'encyclopédie « a conçu un système d'intelligence collective en réseau »[73].",French,279,5.634789603169249
"Des études ont été menées sur la qualité du contenu proposée par Wikipédia, et des comparaisons effectuées avec d'autres encyclopédies.",French,135,4.912654885736052
"Ces évaluations fournissent généralement des conclusions positives pour Wikipédia, mais ces résultats font aussi l'objet de critiques[74].",French,138,4.9344739331306915
"Le traitement inégalitaire des hommes et des femmes tant en nombre d'articles qu'en qualité et neutralité du contenu, avec une présentation des femmes plus péjorative, fait l'objet d'analyses convergentes[75],[76],[77],[78].",French,224,5.41610040220442
"Toutefois, les études ne concluent pas sur le fait de savoir si ce biais provient des contributeurs eux-mêmes, ou des sources qui leur sont disponibles[75].",French,156,5.056245805348308
"En 2017, la journée internationale des droits des femmes du 8 mars a vu de nombreuses initiatives pour améliorer le nombre d'articles consacrés à des personnalités féminines[79],[80],[81],[82].",French,193,5.267858159063328
Une critique souvent formulée par la communauté transgenre est la transphobie de la communauté anglophone de Wikipédia[84].,French,123,4.820281565605037
"Le refus de l'utilisation de sources primaires peut notamment mener à utiliser les deadnames ou à ne pas respecter l'identité de genre d'une personne, ce qui relève de la transphobie[85],[86].",French,192,5.262690188904886
La version de Wikipedia en anglais dispose de conventions de style à propos de l'identité de genre qui préconisent que l'article doit utiliser l'identité de genre exprimée par le sujet de l'article (dans la source la plus récente)[86].,French,235,5.4638318050256105
"Toutefois, il est à souligner que le magazine Marianne rappelle qu'en quelques heures, ""Ellen"" a été remplacé par ""Elliot"" dans les titres d'articles, sur la fiche wikipédia de Elliot Page[87].",French,193,5.267858159063328
La Wikimedia Foundation a fait part de son inquiétude quant au départ de personnes contribuant à Wikipédia en raison de harcèlement lié à leur identité de genre[86].,French,165,5.111987788356544
"Par conséquent, Wikipedia adopte un code de conduite pour lutter contre le harcèlement suite aux problèmes comportementaux de certains de ses éditeurs qui aux fils de discussion tournent au pugilat voire au harcèlement par un membre de la communauté à l’encontre d’autres, notamment à l’encontre des femmes, des personnes de la communauté LGBT, etc.",French,349,5.857933154483459
"Jusqu’à ce que le conseil d’administration en vienne à suspendre un administrateur pendant un an, et ce, à l’encontre de la tradition de la communauté qui règle généralement ses problèmes de manière collégiale[88].",French,214,5.3706380281276624
Wikipédia et ses projets parallèles sont des wikis libres.,French,58,4.07753744390572
"Le premier wiki est créé en 1995 par Ward Cunningham, qui l'appelle WikiWikiWeb[ad].",French,84,4.442651256490317
"Un wiki est un site web dynamique, dont les visiteurs autorisés peuvent modifier les pages qu'ils lisent avec leur navigateur web.",French,130,4.875197323201151
"Sur Wikipédia, par exemple, la syntaxe utilisée pour modifier une page est beaucoup plus simple que celle du Hypertext Markup Language, et elle est censée permettre un apprentissage rapide.",French,189,5.247024072160486
"Le fonctionnement de Wikipédia est assuré par le logiciel libre MediaWiki, une plate-forme wiki adaptée à Wikipédia, écrite en PHP et utilisant une base de données MySQL.",French,170,5.14166355650266
MediaWiki est sous licence GNU GPL et est en 2010 utilisé par tous les projets Wikimedia ainsi que par de nombreux autres sites wikis.,French,134,4.90527477843843
"À l'origine, Wikipédia utilisait le logiciel UseModWiki, développé par Clifford Adams en Perl, et requérant l'usage de la camel case pour la création de liens entre les articles.",French,178,5.187385805840755
"À partir de janvier 2002, la version en anglais de Wikipédia utilise un logiciel développé par Magnus Manske, écrit en PHP — les versions dans les autres langues étant restées sous le logiciel UseModWiki.",French,204,5.3230099791384085
"À partir de l'été 2002, tous les sites sont progressivement migrés vers MediaWiki.",French,82,4.418840607796598
"Les informations contenues dans Wikipédia, toutes langues confondues, sont conservées dans une base de données et peuvent être téléchargées[ae].",French,144,4.976733742420574
Le succès croissant de Wikipédia nécessite l'emploi d'un grand nombre de serveurs informatiques qui fonctionnent tous avec un système d'exploitation GNU/Linux (principalement Ubuntu)[89].,French,187,5.236441962829949
"Ces installations sont présentes à Tampa en Floride, à Amsterdam aux Pays-Bas, et dans le site sud-coréen d'hébergement de Yahoo!",French,129,4.867534450455582
qui accueille 23 serveurs[Quand ?],French,34,3.5553480614894135
de la Wikimedia Foundation.,French,27,3.332204510175204
Cet aspect de Wikipédia est géré par le personnel technique de la Wikimedia Foundation.,French,87,4.477336814478207
"La Wikimedia Foundation possède les différentes marques (Wikipedia, Wikimedia…), les serveurs, les sites web, et agit comme hébergeur web.",French,138,4.9344739331306915
"Des associations nationales, ayant pour but de promouvoir Wikipédia et le libre partage des connaissances, existent dans plusieurs pays.",French,136,4.919980925828125
"Elles reprennent généralement l'intitulé « Wikimedia » (Wikimédia Belgique, Wikimédia France[ag], Wikimédia Suisse[ah], etc.).",French,126,4.844187086458591
"Ces associations sont reconnues comme associations locales par la Wikimedia Foundation, mais n'y sont pas juridiquement liées, et n'ont aucune responsabilité sur le contenu de Wikipédia.",French,186,5.231108616854587
Elles sont généralement désignées comme le chapter (chapitre) pour un pays donné.,French,81,4.406719247264253
"Des associations de ce type sont présentes en Angleterre, en Allemagne, en Argentine, en Australie, en Autriche, en France, à Hong Kong, en Israël, en Italie, aux Pays-Bas, en Pologne, en République tchèque, en Russie, en Serbie, en Suède, en Suisse et à Taïwan[91].",French,266,5.58724865840025
Les différentes communautés linguistiques et la Wikimedia Foundation s'accordent pour publier Wikipédia et ses projets frères sans recourir à un financement publicitaire[réf.,French,174,5.1647859739235145
"Soutenue uniquement par des dons des lecteurs, de mécènes et de fondations, la Wikimedia Foundation emploie une trentaine de personnes[ai] (en septembre 2014, 213 noms constituent l'équipe Wikimédia[92]), principalement des techniciens gérant les serveurs hébergeant les différents sites.",French,288,5.666426688112432
"Pour l'année fiscale 2007-2008, elle a reçu 6,4 millions de dollars US[aj] de dons.",French,83,4.430816798843313
"Selon comScore, Wikipédia a acquis une influence mondiale[93].",French,62,4.143134726391533
"Selon comScore et Alexa (Internet), Wikipédia figure depuis 2007 parmi les dix sites les plus visités dans le monde et le seul site non-commercial[94].",French,151,5.0238805208462765
"La croissance de Wikipédia a été favorisée par son classement dans les résultats d'une recherche sur Google[95], environ 50 % du trafic des moteurs de recherche vers Wikipédia provenant de Google[96], dont une grande partie est liée à la recherche universitaire[97].",French,266,5.58724865840025
"En avril 2007, le Pew Internet and American Life Project a constaté que le tiers des internautes américains consultaient Wikipédia[98].",French,135,4.912654885736052
"En octobre 2006, le site a été estimé à une valeur de marché hypothétique de 580 millions de dollars américains s'il y avait des publicités[99].",French,144,4.976733742420574
"En juillet 2007, Wikipédia a fait l'objet d'un documentaire de 30 minutes sur la BBC Radio 4[100], qui affirmait que « Wikipédia » était devenu un terme connu par tout le monde, au même titre que « Google », « Facebook » et « YouTube ».",French,236,5.4680601411351315
"Le cinéaste néerlandais IJsbrand van Veelen a créé un documentaire télévisé de 45 minutes en avril 2008, The Truth According to Wikipedia[101].",French,143,4.969813299576001
"Dans les pays pauvres, là où le livre est rare, l'abonnement internet hors de prix[102], Wikipédia est massivement utilisé par les étudiants, ainsi que comme produit d'appel par les opérateurs[103].",French,198,5.293304824724492
"Dans un communiqué de presse du 10 novembre 2009, Wikimedia Foundation annonce recevoir plus de 320 millions de visiteurs par mois pour Wikipédia et ses projets frères, d'après comScore Media Metrix[104].",French,204,5.3230099791384085
De nombreux projets d'encyclopédie existent — ou ont déjà existé — sur Internet.,French,80,4.394449154672439
"Certains, tels que la Stanford Encyclopedia of Philosophy[ak] ou la défunte Nupedia, ont adopté une politique éditoriale traditionnelle, avec par exemple un seul auteur par article.",French,181,5.204006687076795
"La forte fréquentation de Wikipédia, combinée aux critiques sur son principe de fonctionnement, ont également poussé au développement de projets concurrents.",French,157,5.062595033026967
Citizendium est par exemple une encyclopédie en ligne en anglais dirigée par Larry Sanger et publiée sous licence libre.,French,120,4.795790545596741
Elle se distingue notamment par l'obligation pour les rédacteurs d'indiquer leur nom et de préciser leurs diplômes.,French,115,4.7535901911063645
"Le 5 décembre 2009, Citizendium propose 12 790 articles, dont 121 ont été approuvés par son système de sélection.",French,113,4.736198448394496
"À titre de comparaison et à la même date, Wikipédia en anglais propose 3 116 306 articles, dont 2 710 sont présentés comme articles de qualité (featured articles).",French,163,5.099866427824199
"L'exemple de Wikipédia a aussi suscité la création de projets plus spécialisés, comme l'encyclopédie thématique Memory Alpha, consacrée à l'univers de Star Trek, ou le site parodique Désencyclopédie.",French,199,5.298317366548036
"Également inspirée de Wikipédia[105], Wikimini et Vikidia offrent un dessein pédagogique à ces nouveaux wikis en proposant aux enfants et adolescents de construire leur propre encyclopédie en ligne[106].",French,203,5.318119993844216
"D'autres, tels que Susning[al] et l'Enciclopedia Libre Universal en Español, sont des wikis dans lesquels les articles sont écrits par divers collaborateurs sans processus formel de révision.",French,191,5.2574953720277815
"Conservapedia est une encyclopédie collaborative en ligne en anglais, conservatrice et créationniste, construite en réaction à la neutralité de point de vue de Wikipédia en anglais, jugée trop « gauchiste » » et « liberal » (au sens américain du terme)[107].",French,258,5.556828061699537
"Le projet Wikipédia a aussi influencé la création d'une encyclopédie d'extrême droite qui se dit « encyclopédie alternative », Metapedia, créée le 26 octobre 2006 en suédois, puis son pendant slave, Wikislavia.",French,210,5.351858133476067
"Metapedia existe en suédois, en anglais, en hongrois, en espagnol, en français, en slovaque, en portugais, en tchèque, en roumain, en allemand, en estonien, en norvégien, en croate, en danois, en néerlandais et en grec.",French,219,5.393627546352362
"Wikislavia existe en russe, en une langue appelée « sibérien », en tchakavien (croate), en kaïkavien (croate), en russe latinisé, en « don-cosaque », en panslavon, en moldave[Quoi ?]",French,182,5.209486152841421
[réf.,French,5,1.791759469228055
nécessaire] et en ukrainien.,French,28,3.367295829986474
"Influencées par le positionnement de Wikipédia sur Internet, les Éditions Larousse ont ouvert en mai 2008 leur encyclopédie en ligne à un accès public et gratuit, et développé un espace consacré à des articles rédigés par les internautes[108].",French,243,5.497168225293202
"L'Encyclopædia Universalis propose aussi une version consultable en ligne, sur un modèle payant par abonnement et reposant sur l'érudition de ses auteurs assumant un parti pris éclairé dans la rédaction des articles.",French,216,5.37989735354046
"En octobre 2009, un comparatif du magazine Clubic, portant sur six encyclopédies en ligne francophones, concluait à la prédominance de Wikipédia dans l'exhaustivité et l'actualisation de ses informations, et d'Universalis dans la pertinence.",French,241,5.488937726156687
"L'encyclopédie Larousse était perçue comme un compromis viable, mais cumulant aussi les défauts des deux autres modèles[109].",French,125,4.836281906951478
"En Chine, le moteur de recherche Baidu a ouvert l'encyclopédie en ligne Baidu Baike le 20 avril 2006.",French,101,4.624972813284271
"Le contenu, 1,7 million d'articles en juillet 2009, est rédigé par les internautes sinophones qui cèdent leurs droits d'auteur à Baidu.",French,135,4.912654885736052
"Baike.com est une autre encyclopédie en ligne en chinois : reposant sur une technologie wiki, elle contient, en septembre 2009, 3,23 millions d'articles placés sous copyright.",French,175,5.170483995038151
Des systèmes de contrôle assurent sur ces deux sites que des informations jugées inappropriées par le gouvernement de la République populaire de Chine ne sont pas publiées.,French,172,5.153291594497779
"À titre de comparaison, Wikipédia en chinois contient 270 000 articles en septembre 2009, et son site web a été fréquemment bloqué en Chine, notamment parce qu'elle présentait des articles sur des sujets sensibles comme les manifestations de la place Tian'anmen, le Falun Gong, ou le dalaï-lama.[réf.",French,300,5.707110264748875
"nécessaire] Wikipédia est devenue un sujet d'actualité, de débat et de satire dans de nombreux pays.",French,100,4.61512051684126
"Certaines sources médiatiques font sa satire en insistant sur le manque de fiabilité de Wikipédia, comme le journal satirique The Onion[110].",French,141,4.955827057601261
"D'autres critiquent le fait que tout le monde peut modifier Wikipédia, comme dans un épisode de la série télévisée The Office, où Michael Scott déclare que « Wikipédia est la meilleure chose de tous les temps.",French,209,5.3471075307174685
N'importe qui dans le monde peut écrire n'importe quoi sur n'importe quel sujet.,French,80,4.394449154672439
"» Des émissions radiophoniques ou télévisées, comme le The Colbert Report, ont plusieurs fois incité les téléspectateurs à modifier les pages de Wikipédia, parfois pour y inclure des informations volontairement erronées ou fantaisistes.",French,236,5.4680601411351315
"Inversement, l'illustration Protestataire wikipédien de xkcd s'amuse de l'obsession des Wikipédiens à fournir des sources à toutes les affirmations et dénonce la démagogie des politiques : dans une foule assistant à un discours politique, un individu brandit une pancarte mettant en doute l'assertion de l'homme politique et demandant une référence.",French,349,5.857933154483459
"De nombreux sites internet, comme les blogs, les sites officiels ou journalistiques, peuvent proposer des liens complémentaires vers des articles de Wikipédia pour approfondir un sujet.",French,185,5.225746673713202
"En 2015 puis 2017 un Londonien se sert de la base Wikipédia de façon ludique pour faire voyager virtuellement les internautes[111],[112].",French,137,4.927253685157205
"En 2017, le compositeur biélorusse Ales Tsurko réalise un album à partir d'articles Wikipédia[113].",French,99,4.605170185988092
Wikipédia et le travail collaboratif qui la produit sont rapidement devenus un objet d'études de la part de chercheurs dont une partie s'est réunie dans un réseau dit Wikimedia Research Network ou travaille avec la Wikimedia Foundation ou les associations locales[114].,French,269,5.598421958998375
Le contenu de Wikipédia sert de références dans plusieurs articles de la littérature médicale professionnelle.,French,110,4.709530201312334
"Cette tendance, bien que minoritaire, semble en 2014 en augmentation depuis 2010.",French,81,4.406719247264253
La plupart des citations appuie une définition ou une description.,French,66,4.204692619390966
Cette situation n'est pas limitée aux journaux à faible facteur d'impact[115].,French,78,4.3694478524670215
Le suivi des consultations des articles de Wikipédia aux États-Unis pourrait refléter la situation épidémique américaine de maladies telles que la grippe[116].,French,159,5.075173815233827
"En 2017, les archives cantonales du canton de Vaud (Suisse) étudient l'utilisation du vecteur Wikipédia « pour mettre en valeur et vulgariser les travaux des historiens »[117].",French,176,5.176149732573829
Certaines réutilisations ont été jugées inappropriées.,French,54,4.007333185232471
"Aux États-Unis, deux jugements ont été cassés en appel parce qu'un des partis avait présenté du contenu de l'encyclopédie Wikipédia pour soutenir une information : le contenu des articles a été jugé trop volatil pour servir de référence, sans prévaloir de l'exactitude ou non de l'information présentée[118],[119],[120].",French,320,5.771441123130016
"Wikipédia est aussi utilisée comme source pour des articles de presse[121], provoquant des polémiques lorsqu'une information erronée et non supportée par une note de référence indiquant sa source, est reprise sans vérification par les journalistes[122],[123].",French,259,5.560681631015528
"Plusieurs journalistes ont été licenciés pour plagiat de Wikipédia[124],[125],[126].",French,84,4.442651256490317
"En 2007, le Washington Post déclare que Wikipédia était devenue un point central de la campagne électorale de 2008 des États-Unis, en précisant : « Tapez un nom de candidat sur Google et l'un des premiers résultats est une page de Wikipédia, ce qui rend ces entrées peut-être aussi importantes que les publicités pour définir un candidat.",French,338,5.82600010738045
"Ces entrées présidentielles sont déjà modifiées, disséquées et débattues de nombreuses fois chaque jour.",French,104,4.653960350157523
»[127] Un article d'octobre 2007 de l'agence de presse Reuters indiquait qu'avoir un article sur Wikipédia commençait à prouver la notoriété d'une personne[128].,French,161,5.087596335232384
"Lors de la campagne électorale présidentielle française de 2017, Europe 1 analyse le poids de chaque candidat dans Wikipédia, volumes des articles, posts des discussions, etc.[129].",French,181,5.204006687076795
"Les médias ont ensuite relevé l'engouement de wikipédiens pour créer les 300 articles consécutifs aux élections législatives[130],[131].",French,136,4.919980925828125
"À la suite de l’élection de nombreux nouveaux députés élus pour la première fois à l'Assemblée nationale, des wikipédiens « ont souvent dû créer ex-nihilo de nouveaux articles » sur les nouveaux parlementaires.",French,210,5.351858133476067
Le Parisien rapporte que « seuls 56 des 309 députés élus d'En Marche !,French,70,4.2626798770413155
avaient une page Wikipédia avant le premier tour des législatives »[132].,French,73,4.30406509320417
"Selon L'Obs, lors de la création d'articles sur ces personnalités des « tentatives de censure » ont été enregistrées sur les articles concernant Alain Péréa, Buon Tan, Émilie Guerel et Didier Martin qui « ont fait l'objet d'interventions visiblement partisanes »[133].",French,268,5.594711379601839
"La volonté de Wikipédia de diffuser du contenu libre, y compris pour nombre de ses illustrations, a eu une petite influence en Italie sur le débat parlementaire relatif aux libertés et à la protection du droit d'auteur.",French,219,5.393627546352362
"Le 28 septembre 2007, l'homme politique italien Franco Grillini a soulevé une question parlementaire adressée à la ministre des ressources culturelles et des activités, sur la nécessité d'introduire dans la législation italienne la liberté de panorama telle qu'elle existe dans d'autres pays européens.",French,302,5.713732805509369
"Il a affirmé que l'absence de cette liberté forçait Wikipédia, « le septième site le plus consulté », à interdire toutes les images de bâtiments modernes et d'art moderne italien, et a déclaré que c'était très handicapant pour les recettes touristiques[134].",French,258,5.556828061699537
Le contenu figurant sur Wikipédia a également été cité comme une source de référence dans certains rapports de la communauté du renseignement des États-Unis[135].,French,162,5.093750200806762
"La plainte argue que les droits constitutionnels des plaignants sont violés, en particulier le Premier Amendement qui protège la liberté de parole et de la presse, et le Quatrième Amendement qui interdit « les fouilles ou saisies sans raison ».",French,244,5.501258210544727
"Lila Tretikov, directrice de la Fondation Wikimedia, déclare alors « Wikipedia est fondé sur la liberté d'expression, d'enquête et d'information.",French,145,4.983606621708336
"En violant la vie privée de nos usagers, la NSA menace la liberté intellectuelle qui est centrale pour la capacité à créer et à comprendre des connaissances »[136].",French,164,5.10594547390058
"Le 12 juin 2015, la Wikimedia Foundation annonce l'utilisation du protocole de communication chiffré HTTPS pour tout le trafic Wikimedia, dans l'optique de contrer la surveillance globale exercée par la NSA, qui profite en particulier des insuffisances du protocole de communication HTTP en matière de sécurité[137],[138].",French,322,5.777652323222656
"« Aujourd'hui, nous sommes heureux d'annoncer que nous sommes en train de mettre en œuvre le protocole HTTPS pour chiffrer tout le trafic Wikimedia.",French,148,5.003946305945459
"» L'utilisation du protocole HTTPS s'étendra donc à Wikipédia et ses projets frères, afin de garantir un maximum de sécurité aux utilisateurs[137].",French,147,4.997212273764115
La Turquie bloque l'accès à Wikipédia le 29 avril 2017 en raison de la présence d'articles évoquant la possible collaboration entre le gouvernement turc et des organisations jihadistes actives en Syrie[140].,French,207,5.337538079701318
"Le 26 décembre 2019, saisie par la fondation Wikimédia, la Cour constitutionnelle du pays juge que le blocage de Wikipédia constitue une « violation de la liberté d'expression ».",French,178,5.187385805840755
"Le blocage est levé le 15 janvier 2020, jour de la publication de l'arrêt complet de la cour au Journal officiel, soit 991 jours après le début du blocage.",French,155,5.049856007249537
"La Turquie était le seul pays avec la Chine où toutes les éditions de Wikipédia étaient bloquées[141],[142],[143].",French,114,4.74493212836325
"La Chine bloque l'accès à Wikipédia dans toutes les langues en avril 2019, dans le cadre de la censure d'Internet dans ce pays[144].",French,132,4.890349128221754
"En mai 2017, une étude[145] du Berkman Klein Center for Internet & Society relève que contrairement à certaines craintes exprimées lors des débats nourris sur le passage au chiffrement HTTPS en 2015, ce changement a contribué à faire baisser la censure de Wikipédia dans le monde.",French,280,5.638354669333745
"Le HTTPS empêchant les censeurs de voir quelle page les internautes consultent[145], le risque était que des États comme la Russie et le Royaume-Uni, qui bloquaient l'accès à certaines pages du site uniquement, décident de censurer l’intégralité du site[146].",French,259,5.560681631015528
"Le contenu de Wikipédia est utilisé sur des sites webs, dans des devoirs scolaires, dans des études universitaires, des livres, des conférences et des affaires judiciaires[147].",French,177,5.181783550292085
"Le développement du numérique a amené des changements et initiatives dans le monde de l’enseignement, notamment avec l’émergence de démarches collaboratives.",French,157,5.062595033026967
"Certains enseignants, comme Lionel Barbe de l'université Paris-Nanterre, proposent à leurs étudiants des ateliers collaboratifs, notamment sur Wikiversité.",French,155,5.049856007249537
Cette plate-forme permet de guider les étudiants dans leurs travaux et leurs contributions sur des pages Wikipédia selon des sujets choisis.,French,140,4.948759890378168
Une démarche universitaire qui intéresse de plus en plus le monde de l’enseignement notamment dans des cours qui mobilisent l’utilisation d’outils propres aux TIC (Technologies de l'information et de la Communication).,French,218,5.389071729816501
"Le rapport[148] du Conseil national du numérique, Bâtir une école créative et juste dans un monde numérique, propose une réflexion sur la manière d’inclure la culture numérique dans la vie de tous les citoyens dans leur formation ou leur apprentissage.",French,252,5.53338948872752
Wikipédia y est cité en tant que modèle « socio-technique » où les individus peuvent échanger les uns et les autres à travers un système de partage de connaissances.,French,165,5.111987788356544
Les pouvoirs publics commencent à soutenir ce modèle d’enseignement : des partenariats tels que celui avec le Ministère de la Culture donnent lieu à une institutionnalisation progressive de Wikipédia.,French,200,5.303304908059076
D'autres initiatives sont aussi menées afin de développer une culture collaborative dans l'enseignement.,French,104,4.653960350157523
Le Wikipedia Education Program[149] permet à de nombreux étudiants dans des universités américaines et canadiennes d'y contribuer dans un cadre précis.,French,151,5.0238805208462765
"Dans la continuité du modèle du web 2.0, l’enseignement tend à développer du lien plus que du savoir pur, avec un professeur devenu davantage « passeur » qui encourage les élèves à acquérir eux-mêmes une base de savoirs.",French,220,5.3981627015177525
"On passe alors à une diffusion de la connaissance horizontale plutôt que verticale, laissant aux étudiants l’occasion d’être proactifs[150].",French,140,4.948759890378168
"L'historien des sciences Alexandre Moatti parle du numérique comme d’un nouveau mode de communication, dans lequel Wikipédia offre un terrain de recherche adéquat pour passer d’un concept à un autre, d’une langue à une autre[151].",French,230,5.442417710521793
"En 2015, une étude sur l'usage de Wikipédia dans l'enseignement français montre une utilisation accrue de l'encyclopédie participative en tant que ressource par les enseignants et les élèves[152],[153].",French,202,5.313205979041787
"Lors du Forum du numérique éducatif organisé pour les enseignants dans les locaux de l'Insa de Blois, un intervenant a rappelé la pertinence de Wikipédia à longue échéance dans les établissements scolaires, en particulier en vue de montrer aux élèves comment se construit le savoir[154].",French,287,5.662960480135946
"L'ensemble des prix décernés à Wikipédia peut être vu sur Wikipédia:Meta, sur la page Trophy shelf.",French,99,4.605170185988092
Wikipédia a reçu deux prix en mai 2004.,French,39,3.6888794541139363
"Le premier était un Golden Nica (en) pour les communautés numériques, qui fut remis par Ars Electronica avec la somme de 10 000 € et une invitation à se présenter au PAE Cyberarts Festival en Autriche, plus tard dans l'année.",French,225,5.420534999272286
"Le deuxième était un Webby Awards dans la catégorie « communauté », remis par l'International Academy of Digital Arts and Sciences, basée à New York[155].",French,154,5.043425116919247
Wikipédia a également été proposée pour un Webby Award dans la catégorie « meilleures pratiques ».,French,98,4.59511985013459
"En septembre 2004, la version japonaise de Wikipédia a reçu le Web Creation Award de la part de l'Association des publicitaires japonais.",French,137,4.927253685157205
"Cette récompense, normalement donnée à des personnes réelles pour de grandes contributions sur le web en japonais, fut acceptée par un contributeur de longue date de Wikipedia en japonais.",French,188,5.241747015059643
"Le 26 janvier 2007, « Wikipédia » a aussi été nommée quatrième meilleure marque par les lecteurs de brandchannel, recevant 15 % des voix en réponse à la question « Quelle marque a le plus d'impact sur nos vies en 2006[156] ?",French,224,5.41610040220442
"» En septembre 2008, Wikipédia a reçu le prix Quadriga 2008, également attribué à Boris Tadić, Eckart Höfling (en) et Peter Gabriel.",French,132,4.890349128221754
Le prix a été décerné à Jimmy Wales par David Weinberger (en)[157].,French,67,4.219507705176107
"En 2009, les Webby Awards classent la création de Wikipédia en 2001 comme l'un des « moments les plus importants de la vie du web ces dix dernières années »[158].",French,162,5.093750200806762
"En janvier 2013, l'astéroïde (274301) Wikipédia est nommé en l'honneur de l'encyclopédie[159].",French,94,4.553876891600541
"En 2015, Wikipédia reçoit le prix Érasme doté de 150 000 euros « pour son apport particulier à la diffusion des connaissances[160].",French,131,4.882801922586371
"» Wikipédia reçoit le prix Princesse des Asturies de la coopération internationale en juin 2015[161],[162].",French,107,4.68213122712422
"En 2019, l'espèce Viola wikipedia est nommée en l'honneur de l'encyclopédie[163].",French,81,4.406719247264253
Wikipédia est financée par les dons d'internautes consultant l'encyclopédie.,French,76,4.343805421853684
"Wikipedia organise une collecte de fonds annuelle, annoncée par des bandeaux présents sur chaque page sous forme d'« appels » de Jimmy Wales ou de divers contributeurs.",French,168,5.1298987149230735
"Bien que les fonds reçus soient chaque année plus élevés que l'année précédente[164], ils ne suffisent pas forcément à équilibrer le budget de la Wikimedia Foundation, qui héberge Wikipédia, selon les rapports financiers.",French,221,5.402677381872279
L'argent nécessaire au budget est comblé par les dons de diverses institutions ou entreprises et ceux reçus par des particuliers le reste de l'année[165].,French,154,5.043425116919247
"Google puis Amazon, qui exploitent le contenu de l'encyclopédie, sont les deux premiers géants du Web, respectivement en 2017 et 2018, à apporter un don à Wikipédia, à chaque fois d'un montant d'un million de dollars[166].",French,222,5.407171771460119
"Contrairement à un grand nombre de sites, Wikipedia refuse d'afficher de la publicité pour financer son fonctionnement.",French,119,4.787491742782046
"Selon certaines méthodes d'évaluation en 2013, le coût de remplacement de Wikipedia pourrait être estimé à 6,6 milliards de dollars avec 630 millions de dollars de frais de mise à jour par an ; et le bénéfice de Wikipédia pour l’utilisateur serait estimé à des centaines de milliards de dollars[167].",French,300,5.707110264748875
"L'utilisation de l'informatique contribue à l'augmentation de l'énergie grise, et les consultations/modifications concourent à la consommation directe d'énergie.",French,161,5.087596335232384
"En 2018, les serveurs de la Wikimedia Foundation, qui hébergent les données des différentes Wikipédias, n'étaient alimentés par des sources d'énergie renouvelables qu'à hauteur de 6 % et ont envoyé dans l'atmosphère 1,2 kilotonne de CO2.",French,237,5.472270673671475
"Cela équivaut aux émissions de 1 000 voitures parcourant 10 000 km par an, à raison de 120 g d'émissions de CO2 par km.",French,119,4.787491742782046
"À la suite de l'accord de Paris sur le climat en 2015, la Fondation Wikimedia a décidé de lancer une initiative durabilité (sustainability initiative) pour réduire les impacts environnementaux de ses activités.",French,210,5.351858133476067
La Fondation Wikimedia a aussi décidé de réaliser chaque année une étude sur ses impacts environnementaux[168].,French,111,4.718498871295094
"Sur les autres projets Wikimedia : modifier - modifier le code - modifier Wikidata L'apprentissage automatique[1],[2] (en anglais : machine learning, litt.",French,155,5.049856007249537
"Plus largement, il concerne la conception, l'analyse, l'optimisation, le développement et l'implémentation de telles méthodes.",French,126,4.844187086458591
L'apprentissage automatique comporte généralement deux phases.,French,62,4.143134726391533
"La première consiste à estimer un modèle à partir de données, appelées observations, qui sont disponibles et en nombre fini, lors de la phase de conception du système.",French,167,5.123963979403259
"L'estimation du modèle consiste à résoudre une tâche pratique, telle que traduire un discours, estimer une densité de probabilité, reconnaître la présence d'un chat dans une photographie ou participer à la conduite d'un véhicule autonome.",French,238,5.476463551931511
Cette phase dite « d'apprentissage » ou « d'entraînement » est généralement réalisée préalablement à l'utilisation pratique du modèle.,French,134,4.90527477843843
"La seconde phase correspond à la mise en production : le modèle étant déterminé, de nouvelles données peuvent alors être soumises afin d'obtenir le résultat correspondant à la tâche souhaitée.",French,192,5.262690188904886
"En pratique, certains systèmes peuvent poursuivre leur apprentissage une fois en production, pour peu qu'ils aient un moyen d'obtenir un retour sur la qualité des résultats produits.",French,182,5.209486152841421
"Selon les informations disponibles durant la phase d'apprentissage, l'apprentissage est qualifié de différentes manières.",French,121,4.804021044733257
"Si les données sont étiquetées (c'est-à-dire que la réponse à la tâche est connue pour ces données), il s'agit d'un apprentissage supervisé.",French,140,4.948759890378168
"On parle de classification ou de classement[3] si les étiquettes sont discrètes, ou de régression si elles sont continues.",French,122,4.812184355372417
